1.0;0.0;0.3724622;0.0;0.1958111;0.0;0.17320508;0.0;0.15231398;0.0;0.15231399;0.0;0.17320509;0.0;0.07778621;0.0;0.15962665;0.0;0.15;0.0;0.15962668;0.0;0.07778617;0.0;0.17320508;0.0;0.15231398;0.0;0.152314;0.0;0.17320512;0.0;0.19581105;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.4609375;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.3618204;0.0;0.18275698;0.0;0.07999993;0.0;0.0;0.0;0.15231399;0.0;0.17320509;0.0;0.07778621;0.0;0.17026848;0.0;0.16000004;0.0;0.1702685;0.0;0.07778617;0.0;0.17320508;0.0;0.15231398;0.0;0.0;0.0;0.079999864;0.0;0.18275693;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.4625;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.3511786;0.0;0.16970286;0.0;0.059999853;0.0;0.0;0.0;0.15231399;0.0;0.17320509;0.0;0.07778621;0.0;0.18091029;0.0;0.17000008;0.0;0.18091032;0.0;0.07778617;0.0;0.17320508;0.0;0.15231398;0.0;0.0;0.0;0.059999805;0.0;0.1697028;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.4640625;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.34053677;0.0;0.15664873;0.0;0.039999776;0.0;0.15231398;0.0;0.15231399;0.0;0.17320509;0.0;0.10443272;0.0;0.19155212;0.0;0.18000011;0.0;0.19155213;0.0;0.10443275;0.0;0.17320508;0.0;0.15231398;0.0;0.152314;0.0;0.039999742;0.0;0.1566487;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.46562502;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.43631274;0.0;0.1435946;0.0;0.019999696;0.0;0.15231398;0.0;0.15231399;0.0;0.0;0.0;0.117486835;0.0;0.20219393;0.0;0.19000015;0.0;0.20219395;0.0;0.11748687;0.0;0.0;0.0;0.15231398;0.0;0.152314;0.0;0.01999968;0.0;0.14359458;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.46718752;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.42567092;0.0;0.13054048;0.0;0.0;0.0;0.15231398;0.0;0.15231399;0.0;3.8146968E-7;0.0;0.13054094;0.0;0.21283574;0.0;0.2000002;0.0;0.21283576;0.0;0.130541;0.0;3.8146982E-7;0.0;0.15231398;0.0;0.152314;0.0;0.0;0.0;0.13054046;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.46875003;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.4150291;0.0;0.11748636;0.0;0.0;0.0;0.15231398;0.0;0.15231399;0.0;0.020000454;0.0;0.14359507;0.0;0.22347756;0.0;0.21000023;0.0;0.2234776;0.0;0.14359513;0.0;0.020000461;0.0;0.15231398;0.0;0.152314;0.0;0.0;0.0;0.117486335;0.0;0.43857092;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.47031254;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.4043873;0.0;0.10443224;0.0;0.17320508;0.0;0.15231398;0.0;0.15231399;0.0;0.040000528;0.0;0.15664919;0.0;0.23411939;0.0;0.22000027;0.0;0.23411942;0.0;0.15664925;0.0;0.04000054;0.0;0.15231398;0.0;0.152314;0.0;0.17320512;0.0;0.10443221;0.0;0.6172228;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.47187504;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.39374545;0.0;0.22191885;0.0;0.17320508;0.0;0.15231398;0.0;0.0;0.0;0.060000606;0.0;0.1697033;0.0;0.2447612;0.0;0.2300003;0.0;0.24476123;0.0;0.16970338;0.0;0.06000062;0.0;0.0;0.0;0.152314;0.0;0.17320512;0.0;0.22191879;0.0;0.606581;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.47343755;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.38310364;0.0;0.20886472;0.0;0.17320508;0.0;0.15231398;0.0;0.0;0.0;0.080000676;0.0;0.18275742;0.0;0.255403;0.0;0.24000034;0.0;0.25540304;0.0;0.1827575;0.0;0.0800007;0.0;0.0;0.0;0.152314;0.0;0.17320512;0.0;0.20886466;0.0;0.59593916;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.47500005;0.8671875;0.0;1.0;0.0;0.0;0.0;0.0
